,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
Calcium channel auxiliary gamma subunits,2.599195998196756,0.09549963325831974,1.1546209111385657,0.9404768357686146,1.213539082992236,0.14322355998812483,-0.016978277987548272,-0.3101453111286045
Calcium homeostasis modulators,0.15468140154917964,-0.38445877030307013,-0.2517515073969035,0.40304898530642985,0.9437149753894356,-0.8216572316261013,0.3749895372227745,0.6097554010048037
Calcium sensing receptors,1.6812366165503831,-0.994897454601257,0.3416262612138026,-0.4821550590410665,0.12896612610720964,-0.3867941248018875,-1.5446993460090817,-1.0741928628005326
Calcium voltage-gated channel alpha1 subunits,1.1295414007730473,1.4473490530393731,0.7701075314828908,0.29989939028949,0.9529797821490626,0.8638154243633486,-0.14520376206913965,-0.10611746540488956
Calcium voltage-gated channel auxiliary alpha2delta subunits,0.4949579393991135,1.386283846542708,0.5473649009367152,1.2294023705791648,0.05067146083494896,0.122083875640247,-0.1254874232746849,0.6883572281366613
Calcium voltage-gated channel auxiliary beta subunits,1.0454073444080225,2.179025914921968,0.03851533572033568,0.59909436219138,0.7349337977762735,0.9143559171265755,-1.617934140871602,0.10599596979849127
Calmodulin binding transcription activators ,0.28588474811695536,1.0114025379122913,-0.12961298731125936,1.7149068282900979,-0.7553079751172153,1.4847504743445485,-0.6644662037886094,0.4162895124667141
Calpains,-0.10507644774481256,-0.5696675990820355,-0.4830013516963421,-0.4687176600254122,-0.5327265861300452,0.235751638173243,-0.9169416132607847,0.24010176578444092
Cannabinoid receptors,-1.584910442401529,-0.6925507514347505,0.21307092819250212,1.642606795820545,2.213150721499359,0.41198522259575615,0.5249810817649172,-0.2915290093888234
Canonical Notch ligands,0.9080920634035972,0.20999487858795995,-1.1777167957642758,0.5899094952390327,0.8668354859651505,-0.07438533713440072,-1.320743602405399,0.3964494251106959
Canonical high mobility group,-1.7929808736512085,-0.6372712022917917,0.42154068012895685,-0.4398713457031395,-0.4825552832212575,0.1160683462323207,0.31575939222361055,-0.15506398830985033
Canopy FGF signaling regulators,-0.3285893576273832,0.019108323443757208,-1.2953492283110244,-0.7256657505024904,0.3043496878122203,-0.2863338278755877,1.447386295628405,-0.7933571128782375
Carbonic anhydrases,1.3964443183774873,-0.41266907014692505,0.37526319429090693,-0.07051392266439489,0.062294462461744096,0.505992238650017,-0.683950903885583,-0.08702732773371698
Carboxylesterases,2.1184958973559276,-1.6244489824317938,-0.6771604200056072,-1.1114790913719677,-0.26602551012436304,0.4893751862501803,0.38560900537781684,0.06711985075725391
Cas scaffold protein family,-0.15260600914491834,-0.28721431667112124,-1.4608172486768076,0.08552449447918997,0.9291406876621562,-0.6664961925316112,-0.4486200137181046,0.5858147945944918
Casein kinase 1 family,-1.9430065245029848,0.26547636395547036,0.5395331997019264,-0.5838609241315644,0.14797543172737054,-0.09885270428903525,-0.6448338221772805,0.3948622324966594
Caspase recruitment domain containing,-1.5635732953499095,-1.549055411583961,-0.8213910706551888,0.3922821115489552,0.5088402262769457,-0.4934223903331459,-0.33489965343829137,-0.1664973063863183
Caspase-2 PIDDosome complex,-0.8147211919969543,-0.9247713142310966,0.7655980869712552,0.32309409548750445,-0.8245541409415054,-0.29072045520329687,-0.10769046827808772,-0.3785899102684094
Caspases,-0.09820428808358783,-2.7967397516992465,-0.8721598584979345,-0.4413976531330389,-0.46797025281203597,1.4196686196536328,-1.2094058005015815,0.14709548977784373
CatSpermasome complex,0.09448793322651142,0.6778897540479425,2.8576798292160266,-1.6350417650110787,-0.9707502183749265,-0.8058321978383899,-0.23712093638214946,1.1551521322993743
Catalase family,1.5587054352464969,-3.264238276104106,-1.9066555580954676,-0.20832457669481572,0.17951824974024966,-0.7625325863229855,2.5044033729075714,-1.5761657580187662
Cathepsins,-0.8206728723295883,-0.8300837250459407,-1.6930879338778713,-0.2872270853755628,0.2944456282150967,-0.43204327046167246,0.7949512775356661,0.4716080713306178
Caveolins,1.8076307866786254,0.8451471311056328,-1.5908434208857363,1.6306865321373643,-0.8386352092252108,-2.0263412795218096,-0.9395059189612011,1.4952826868150881
Cavins,1.3357711834044483,1.3060791716946303,-1.3251745163788924,1.5357610354181361,-0.8244916801781266,-1.7151819286863321,-0.36395614018710865,1.3970769505103275
Cellular communication network factors,0.6376753301471814,1.4551987339495047,-1.6515735722769853,-0.3971187942086284,-0.23099556543505223,-1.0798373960930707,0.4392369524898201,0.2881270528015244
Ceramide synthases,0.21251942460024084,1.0340695672917262,0.10609905406027009,-0.7016536912579003,0.3930597850417616,0.4341906096684764,-0.026563935319106575,-0.37108124779331897
Chaperonins,-1.2548684089870843,1.1429711209356943,0.3331886727972054,-0.12236995058436234,-1.0585609865766965,0.6744166062986428,1.0967128407598417,0.5639653874389418
Checkpoint clamp complex,-2.206393887996076,-0.7333228327656091,0.22201194075533642,1.0562406039322607,-0.6097418304337452,0.15494453037948505,0.850736435398047,0.13529755912055022
Checkpoint kinase 1 family,-3.1671432037829845,-2.949983069960573,1.5883717250207379,-0.10038999110710527,-0.5461289804883322,0.842143714507442,-0.08239641828785357,1.1951206417248914
Checkpoint kinase 2 family,-3.5167731802355924,-1.8940216909780445,-0.3845792576680923,-1.0986122728387575,-0.2519046432744775,0.112277003635145,1.0090434204385499,0.6175519010175329
Chemerin receptors,-1.1238477533757263,0.41658586526658153,-1.5594974681270874,0.724896864465496,0.4436356986734197,-1.0970386025621512,0.029153303933664183,2.0971094190486164
Chemokine ligands,-0.5246094497066179,-1.9891485822358508,-0.9289227618687408,0.17328862119412794,0.49013888786411197,-0.007715663056210093,-0.15146084550043845,0.3359536052977579
Chitinases,-0.3148541801922999,-0.774888896096957,-0.24165554824806965,-0.6121464004846884,0.9018410188064795,-1.1601994420953223,0.34816725571566165,-0.9494248175567507
Chloride channel accessory,0.11613534060653695,-1.9071250685624965,-0.10242542242690351,0.5139869655179947,-0.7051925477771033,1.3205914217019368,-1.6327074560393788,1.2246433568158364
Chloride intracellular channels,-0.7124117775814116,-0.42464563257653065,-2.0086078263542166,0.6692378004380429,-0.5595067088228067,-0.6614742043061369,-0.47605265747030284,0.0711587250206901
Chloride voltage-gated channels,1.421557958459272,0.6952280615337187,0.7094507321238704,0.0002353466606473736,-0.25813774667230405,0.2903129563069506,0.2459314361402678,-0.7739106387855077
Cholecystokinin receptors,1.9867786636038778,-0.7471445753771634,0.49208737857556867,0.05117877496095857,1.2463680668314538,0.05687176402688885,-1.0234327838857282,-0.607377112457709
Choline kinase family,-1.4897878119710648,-0.875106819619356,0.8179120344541044,-1.2767724231757853,0.19227293505110377,0.09779029325114438,-0.060634882846130646,-1.198596940078771
Cholinergic receptors muscarinic,1.2200659933192353,0.48245190500739066,1.1479478678832065,-0.49666375000086327,1.898295260916715,0.7113542864727112,-1.0847397437478385,-0.1425689247096471
Cholinergic receptors nicotinic subunits,1.8313923387873356,-0.06368017316672656,1.3152024527162844,1.2438112707103883,-0.06826147341956,0.056999837547506656,0.30675402693353515,0.06646370945615973
Cholinesterase family,2.1226070008364895,-0.7603918362710304,0.47312279241612565,1.6541560129854627,0.5437552762533041,0.777271797386783,0.4324046310916857,0.4825731289737418
Chordin family,1.7682709159712544,1.5586921990671063,-0.7083810123155129,0.5187128335946901,1.583695619840237,-0.23445421911674333,0.05195548915766846,0.041745184886785046
Chromatin accessibility complex,-3.214621063478186,-1.0403453633652497,1.3343403648061731,1.4811261508938298,-1.608895226263184,-0.165548605052394,0.38292853377745,0.30300944374662236
Chromobox family,-1.3465755425676864,1.2613225097419685,0.6621615610334499,0.3234720126383538,0.5900717692996206,-0.23634615529588715,0.2221078105444046,-0.5379127999067511
Chromosomal passenger complex,-3.3153235792652755,-2.327460082091456,2.1351290037262407,0.04345629925086644,-0.09625290157404882,0.6631618232157401,-0.7273008693730427,0.6373653196349761
Chymotrypsin like elastases,2.7158929067983153,-1.3771510194494039,1.0727562692424568,-0.9021188697195636,1.0026497452656735,-1.9638911393727732,-1.9115061266634377,-1.7370018961842195
Chymotrypsins,2.4538815133839376,-1.4624068289542087,0.9797937013282702,-0.7473688792279377,1.4752912527827675,-2.289783079354998,-1.78506744801035,-1.9060716449797928
Cilia and flagella associated,-0.0008363376440415419,1.6179436570155488,0.7746663502549845,-1.1902360752325334,-0.6707777562865128,-0.5672791476665086,0.264791359982823,-0.16963767663375173
Ciliogenesis and planar polarity effector complex subunits,0.08195717310575826,3.364834524861446,0.0696525018336276,-0.5851773426350505,-0.32130328220489907,-0.9845932730909389,0.3498440476597296,-0.7878607561289506
Clarins,1.388274115575495,-2.4899309949944386,0.11351426569322758,-0.31939031917123833,-0.4266791559988483,1.074161227307217,-0.46301490104755094,0.3157709227703745
Class III Cys-based CDC25 phosphatases,-2.9463132440769573,-1.5949670900683206,1.7656236739985718,-0.37928017036378814,-0.0229633966979254,0.26871267639781515,0.34000439595126986,0.8833080604613656
Classical arrestins,0.4238160218967347,-1.0028236260496333,0.5081789631376847,0.09507075008195078,0.82335785056549,0.1275206211067742,1.6693756264725763,-0.4727273719486423
Clathrin subunits,0.0825360378092864,0.567694843548614,-0.10308538814784253,0.775231707989928,-0.16891502460149427,0.7943314877579895,-0.281508051008649,0.49637706506209067
Claudins,1.684693724486523,-1.233353674625344,-0.40228359131911956,-0.8125622374422447,-0.2066583093631328,0.052071439705448565,-0.24622291289133272,-0.3227495253338586
Cleavage and polyadenylation specific factor subunits,-3.158599307435907,0.9129438954152628,1.206824576091746,-0.4301835549936918,-0.41801406206360525,-0.3598260877101561,0.47351353426490844,-0.18409440647444797
Cleavage factor Im complex subunits,-3.5802775767912713,0.8703834622350339,0.38173653024689647,-0.44087281807562156,-0.01884833831627077,0.42847153178120784,0.4658727587640776,-0.8696377991630965
Cleavage stimulation factor subunits,-2.265813471667357,1.2835412649493123,-0.23745682335865304,-0.19960161318359737,-0.7323936682217261,1.1350530703857762,0.5541724717766804,0.19495329337020623
Clustered protocadherins,1.3964127925913208,2.8391284333081015,-0.0072729833207019045,-0.2943521017386707,1.6654426503585227,-0.1429763171564498,-0.12804951498637276,0.0813180559575814
Coat protein complex I,-0.3951866092600302,0.28991986301187156,-2.0459400685435587,-0.9635599577086817,-0.6553686899570281,0.4847410348524667,-0.22683433763651095,-0.040397706100082115
Coat protein complex II,-0.7901902780698533,-0.85494375393679,-1.3168512654872535,-0.6957612547500774,-0.24847638755096887,0.22765644085010328,0.6884286461256999,0.4645308092554281
Cohesin complex,-1.6848210750887904,0.5804438374454108,2.6497279842211885,-1.5977878312807776,-0.4680258471048135,-0.6331887065608817,0.1683362167575917,0.5828165149201466
Coiled-coil-helix-coiled-coil-helix domain containing proteins,2.271380747127677,-0.47663710239487445,0.08978199890134193,1.633676141755068,-1.89526900137334,0.9632075365121597,0.7795569541945828,-0.4372358827934319
Collagen beta(1-O)galactosyltransferases,-0.2972468468460267,1.154040174598865,0.04624968790286127,1.1766050791363682,1.652039934962854,-0.3174247513344293,-0.13674210887347624,0.5141581301049606
Collagens,0.8494752089293166,0.21460492756719896,-1.6185625085237716,-0.012772054560986507,-0.48155713001830086,-1.477115539949286,-1.6978893970715214,1.0390675380330867
Complement component GPCRs,-2.134015694194933,-1.8620252994617048,0.7458800647776584,1.1406170635948096,2.433982922031939,-1.3280829715562552,1.96153405804293,0.13685005834989783
Complement system activation components,1.514988542695971,-1.4146985166023682,-0.9510138211234378,-0.4271230826547204,0.5792214836534388,-0.9605313538057587,2.143843974487032,0.6403627514033403
Complement system regulators and receptors,0.5056343972860943,-1.428668634459107,-0.6162161855181673,-0.1529731338963486,0.9903059715145089,-0.8996595173041084,1.3587420324923178,0.4954979022869782
Complexins,1.9649605451633705,1.3859288727906969,1.6261451466209451,0.363493353282569,2.9317399839186256,1.520291980058088,0.07960019696055963,-0.5356342711168975
Components of oligomeric golgi complex,-0.8494548101605746,1.5730821261276084,-0.5676989420457453,-0.42012071990721844,-1.1336283766267106,0.7390963417988179,-0.8390329292051674,-0.3726421280366533
Condensin I subunits,-3.1460894335328566,-2.685386925418759,2.614143821281953,-0.21344664347639256,-0.2541282580346099,0.45621564387647695,-0.33899164763189915,1.3545765687994784
Condensin II subunits,-3.3683069211032124,-0.35750034900208927,2.0228139433188814,0.0640526995074683,0.4182253681979217,0.11699330412986465,-0.15710336532142224,-0.4897705612794696
Constitutive centromere associated network,-2.552201742637718,-1.2216881527569676,1.2506733288342082,-0.3566794036004322,-0.2221739660981442,0.16423279487823436,-0.2047235427714707,0.3444105050138894
Contactin associated protein family,0.9589358213807964,1.1130696157389683,0.23316653190860612,0.6338813374299413,1.4915133813002652,0.6474180134555297,-0.7772219979716095,0.576085165554959
Contactins,1.0120044568658448,1.867191698902797,0.20628028291955602,-0.721198098665064,1.1367354222320276,0.8412154228447106,-0.24590823109515955,-0.40867241562132745
Copines,-0.5440862650286135,0.06342079981741047,-0.17028222881309804,0.24188383156400411,1.0653718359482165,0.9342049583477348,0.1850227472103826,0.030641279104373784
Cornichon family,0.4467343501658296,0.482717218989582,-0.009078112400791328,-0.4404503102805225,0.5784993374156275,1.0558105164372396,0.5243801673136638,0.24223645439603228
Cornified envelope precursor family,0.7281686733143606,-1.4144579000411848,1.013544701667172,0.7677902573850685,-0.7337107861408378,-0.21229426153074177,-2.3234636971115603,-0.5040698946208645
Coronins,-0.9433322268511688,-0.4646762678985445,-0.7321465447583836,0.48662103303393933,0.9916885983877398,0.13277322977945888,-0.566655412317703,0.3784152112077182
Corticotropin releasing hormone receptors,2.6255385076389,1.1394684007526117,1.495328173915287,0.6324883660032856,0.6837546249925119,0.8170310139082901,-0.6281083246538229,0.6541240044332199
Creatine kinase family,2.0059444345006536,0.16986497180159835,-0.2141374707440118,1.1278086195825405,-0.8993826068653771,1.1517472237393256,-1.9384878739095708,0.4883619069917804
Crumbs complex components,1.624210430788847,0.5345025708796041,0.0451629897444334,-0.4851152073878778,0.2505596214698558,1.2129201153850713,0.04043720745136204,-0.30156160002221105
Csk family tyrosine kinases,-2.5381660799568233,-2.096313691616821,0.7898213960986548,0.9188234557684409,1.746248941133855,0.3448787710297263,0.4373314693089166,-0.8595542221783381
Cullins,-1.6505646303436423,1.434723331222327,1.4202314895460144,0.3536911806280727,-0.9546321462827906,-0.06727214165122511,0.770618446969103,0.722340366104496
Cupredoxin superfamily,1.2077827450738996,-0.9909764887441752,-0.3550795243908484,1.373113596795123,-1.6548041863700234,0.7063892045679084,0.1359264088198923,-0.6935449779299749
Cyclic nucleotide gated channels,1.7889325604641508,0.5163787753729959,1.1811500924398215,-0.04503096761875577,0.7472387023879896,0.7625254639772574,0.12265348668822669,0.27236920208608784
Cyclin dependent kinases,-1.143922818950565,0.46783611935926717,0.2490280798402225,-0.5787588739582522,0.006319861525304613,0.10578706423449351,0.07052210970978748,-0.019891410762397504
Cyclins,-1.2212622361412433,-0.4602519383784529,0.37198048175429177,-0.2799914430569031,-0.006570775705535012,-0.04862259018976399,-0.24003515710805517,-0.01336961632587107
Cyclophilin peptidylprolyl isomerases,-1.4418683494530633,-0.030810394326989406,-0.3725798134004335,-0.04058302811872405,-0.7266136669454619,0.3590715737710397,0.5637596005455084,-0.2577887402331354
"Cystatins, type 1",-0.9715029323789944,-1.8805152904544429,-0.4450910020263495,1.030575877644955,-0.2503856290737323,-0.5871600834176492,-0.950527302102254,-0.14901307393635427
"Cystatins, type 2",1.3288863741474073,-0.46560189836710564,0.6884865168115555,-0.5155458158121358,0.26362901920530374,-1.1563442486946438,-1.2418771946270035,-0.8406924318465111
"Cystatins, type 4",3.2334819811067144,-3.2747304474605867,0.5519069105882083,-1.354914168417668,-0.02145951716643891,-0.07945166208147852,2.1456532674911797,0.07186464961474956
Cysteine rich secretory protein family,0.5631404501372523,-0.7430843291972704,1.466742225941205,-0.4525121342766422,-0.42254587468010907,-1.2147561057917946,-1.2633427264618364,-0.26627059733781844
Cysteine rich transmembrane BMP regulators,1.10675331494466,0.980832850338585,-1.4033715574129673,-0.3391305104689877,0.8871163336612182,-1.2366268817257204,0.6953116988738975,1.1165149656206828
Cytochrome P450 family 1,1.7749826248172766,-0.9719857167832407,-0.7292034775238022,-0.5003349092519421,0.6551193662701201,-0.9748353784870492,1.894438585692959,0.59939307596119
Cytochrome P450 family 11,1.5971508862875727,0.2479629742021663,0.621833205757442,0.08989748237723028,-0.30382438652165605,-0.13789733398689916,1.3953213363682582,-0.8056618866324554
Cytochrome P450 family 17,1.652765952365855,1.0536147650074077,1.78526390336607,-1.2103852667419481,-0.5715375329218464,0.1950892374139104,2.7119347159697136,-1.143771384254978
Cytochrome P450 family 2,2.0706713164656168,-2.421410281669221,0.033164647269958054,-1.1317173712784419,-0.06353787967042608,0.455597659783384,0.8591664688617754,0.3370140656009397
Cytochrome P450 family 20,-2.430047310293911,0.4305319141084029,-1.6744010932684075,-2.1717512702747257,-0.5375642778758873,-0.2555691075320621,1.264876328561407,-0.5645477369710469
Cytochrome P450 family 21,1.6483568409231721,0.25200007243556705,0.0005117460381371914,0.21726248014003532,0.7558800738449541,0.1788215765932051,2.239790466286271,-1.662102116109186
Cytochrome P450 family 24,-0.13918854872859723,0.20201051326411354,-1.1067482609388215,0.4918885938753447,-0.3544256850245671,-0.6389550633349617,0.17156586574955038,0.09805733733321599
Cytochrome P450 family 26,2.0994805189729195,-1.0264053189410856,0.7174700883600167,-0.6475652894752306,0.0099901375874416,0.03275742803790919,1.0819377400345191,0.3205688664410602
Cytochrome P450 family 27,1.0948437009483918,-0.5736154842527166,-0.36407101943790177,-0.32001730458245636,-0.5362819300149212,0.6880138465496846,0.45518493091713896,-0.7729293460760784
Cytochrome P450 family 3,2.8149785622951065,-2.842394803093775,-0.2548401836434645,-1.7016984830567228,-0.030595562630834742,0.5617502810705359,1.4386934366139659,0.3035723415155797
Cytochrome P450 family 39,2.8534879859927265,-0.025969694148946367,-0.8380467827806805,-2.396546939749279,-1.2856412117432736,-1.6456384398697625,0.3839518831401769,-1.2568803157793091
Cytochrome P450 family 4,2.1011104372851563,-1.6375889602767582,-0.38142917387046854,-0.961355387386612,-0.2941449060363885,0.26030166896304224,0.6956574299851134,-0.24222725760017502
Cytochrome P450 family 46,2.737565155990961,3.062649897882234,1.3562396759571533,1.0144609212424236,2.70781984773286,1.389369253061606,0.5058291698087154,-0.5662828194758168
Cytochrome P450 family 5,-2.1345419243381722,-2.3326410408262324,-1.925269777475762,0.572271894048347,2.5344377727179426,-0.17080707900901693,1.0817742112943458,0.643950344258413
Cytochrome P450 family 51,1.798420831674892,-0.8218986066816085,0.1882039393050794,-3.264016764170372,0.8355672696303145,1.982502385432053,1.37489714872449,0.6204409364813372
Cytochrome P450 family 7,2.424073282367328,-0.9647643157753139,-0.8285215287218137,-1.2788904750591115,0.839076111932426,-0.4851460910667412,2.281476122585101,-0.03436991881089437
Cytochrome P450 family 8,2.091512133068449,-0.3043212299701844,-1.2978785522051477,-0.7123469640257033,-0.3122780177466681,-1.2554901846071829,1.530199771494642,0.7996631892618037
Cytochrome b561,-1.1356381123748747,-0.5602967267397163,-1.3726133532183942,-0.4914068983302353,-0.2564967594298152,0.6060035026289373,-1.0386054400371825,-1.4716055837975497
Cytohesins,-1.898967300597917,-0.15450424063198756,-0.28533808959065526,0.293643290067137,0.883017986334803,-0.0020201025073783244,-0.7246132000290939,0.41373341963157445
Cytosolic iron-sulfur assembly components,0.09772900701443465,-0.628063305881353,-0.23350220380965062,1.3482242660236496,-1.2037051315012166,0.5321951820079214,0.8701512393104683,-1.0196320425274978
D-lactate dehydrogenase family,5.211933541821796,-0.8256199104239467,-0.5158492130489744,0.7515443783391433,-1.2227031162667714,0.4047945784960395,0.9414983428661832,-0.639980092338167
DAN family,0.985247861667043,-0.2763134668553583,-0.9348389535417986,0.29734821422713587,-0.17211797905693524,0.8811050446140634,-0.796216090406847,0.275246385833373
DASH family,0.13536373650980202,-0.004823784531934893,0.1232668601588972,0.10548015120590276,0.64273857030387,-0.08994344850449645,-0.2839393212309396,0.1888075958041148
DAZ RNA binding protein family ,0.7795376622266957,-0.2634673145733839,2.3933550953685976,-1.3621023208961354,-0.6898716455953345,-0.5166564622195772,-0.512818877161691,0.2900485482586543
DDB1 and CUL4 associated factors,-1.5266632247083092,0.8834608240641523,0.6225197821950373,-0.31756912472199816,-1.1522852532979178,0.01236787181853986,0.00850753031732555,-0.1978590758314992
DEAD-box helicases,-2.330669811218748,0.5119834255037179,0.2503905431338641,-0.043115047106982,-0.2887820923817671,-0.24166084822822168,0.23520823440985167,-0.40838100397118987
DEAH-box helicases,-2.6537651740174844,0.18051982271685996,0.25779534192890724,-0.4404705980740677,-0.13971496606169548,-0.0780967635219228,-0.2022869789658265,-0.2376229216612017
DECID complex,-2.9248555326811463,-0.09469210463208569,1.0844086153857426,-0.6537249693690601,-0.3095055633728524,-0.38634502919190555,-0.6666815079227817,-1.1271596955910799
DENN domain containing,-0.9477028375664995,0.426310657913316,-0.6854810704430673,0.049431109768481765,0.2886677242710726,0.037069601007754596,0.3150520440685436,-0.18462430904446764
DEP domain containing,0.21554495503947055,0.4912018164482427,0.08731421997368038,-0.15994678078599078,0.6949701129236089,0.42573078860809555,-0.10717469694448489,-0.007407114898263847
DMPK kinase family,0.6183633966981004,0.6407959928360276,0.370014611474209,1.2648810143141174,1.2426268303589223,0.3652331828282011,-0.5011245474169667,0.5273637259938642
DNA cross-link repair family,-3.07986014436747,-0.6775181161532499,-0.47551047973884614,-0.3327069419069066,0.3097406251651244,0.5825107016586556,0.17372261140221176,-0.6872201671935034
DNA glycosylases,-1.0125159970980417,-0.27292999396609546,-0.5037605497076406,0.16025297992908522,-0.5429065930979552,0.2945723443735051,0.054852096048279717,-1.2116079232255608
DNA ligases,-1.7284454899885127,1.8371976594301431,0.43721103240283693,-0.713505050329719,-0.14839694523454447,0.7783319376896691,0.5297050498680599,0.3094037388389409
DNA polymerases,-1.7998883806771124,0.021780396010849308,0.6892026088087814,0.1802665017433921,-0.5709117674273076,-0.46067845902020205,0.323393339977075,-0.11033764850851871
DNA/RNA methyltransferases,-1.71344187444208,0.7464355689160325,-0.1167745076285176,-0.09692987798677898,-0.7320461743411923,0.049948815661297816,0.2998210214170602,-0.41516029453597236
DNAJ (HSP40) heat shock proteins,-0.04687740864988723,0.6566836866665755,0.3888190380563619,-0.23796079526554142,-0.4989816180174254,0.17265621928705915,0.7370539584088416,0.09390628897903364
DOCK family Rho GEFs,-0.49603147098099676,0.7917552763771977,-1.71720126184497,-0.30095906306524595,0.4428569613364988,-0.35160947702625905,-0.4035341705952572,0.5917775552073351
DREAM complex subunits,-2.453225211600904,-0.4719684317038998,1.1610778900048178,-0.1073020982055123,-0.6702699053674959,-0.3234338385127811,0.28103320931796083,0.06242127770071543
Dbl family Rho GEFs,-0.18793276661830013,0.3502670092695423,-0.7438200518682034,-0.13779098540538265,0.2950098561694424,-0.021641259024559677,-0.5793307470976197,0.07302918624840175
Death associated protein kinases,-1.4932011820256994,-1.9002411964756138,-0.07032475656729413,0.42869088744248063,1.1008528227240812,-0.22232475123668988,0.2056333208567219,-0.22105103006049076
Death effector domain containing,-1.996852404235826,0.8259371581073919,0.2737089301273837,0.6423147962880581,0.47187974323439297,-0.5862937942762736,-0.08915819733781855,0.39807370940912595
Death inducing signaling complex,-2.432195998883148,-2.454643610110994,-1.5054098639417741,0.5875112941177463,0.008428563478763864,-0.06663691612828311,0.7330534809123931,-0.23169627563895137
"Defensins, alpha",-0.1273618364959119,-3.038378890737273,1.6031604956279613,0.5834000245179669,0.8431050192783363,-0.8423585205489132,-0.4406946198415854,-1.1539178278182083
"Defensins, beta",2.109785773286321,-1.7473551742964724,1.0474313156134543,0.5132452991973652,-0.336268486680055,-0.99236035328197,-0.7352207330634654,-1.023111215660973
Dehydrodolichyl diphosphate synthase ,-1.039552020728172,-0.23256257793865637,-2.4694712442910927,-1.0718435643610071,-0.2538673751716009,1.547186552251645,0.005847424481268773,-0.4727245667318312
Deoxyribonucleoside kinases,-2.2094846745245715,-0.586858807991412,-0.5440255722220237,-0.19358206770613062,0.3111227125779798,0.46600597638994673,0.571614555887097,-0.14378901337453426
Depalmitoylases,-1.53083612122641,-1.3063858252275267,-0.3637277015817116,0.1201666244540361,0.056584478745504464,0.9376142197827182,-0.6442660108031995,-0.23742900166063735
Desmosomal cadherins,1.0767925102291276,-1.3121777341208138,0.38294666883176354,0.2194527280110915,-1.115531276461996,0.15172695775952752,-2.073271838940502,0.25373485333420953
Desumoylating isopeptidases,-1.077702047322398,1.0129437401993808,0.6370248837861936,-0.6019442519773316,-1.3237602557998713,0.4033745966600048,0.5764557512430579,2.363122725760363
DexD/H helicases,-3.196705023507236,0.4867376142788086,0.4381596558937535,-0.02933098060296133,-0.22067448871324483,-0.3220843464987656,0.5662258166909508,0.08806703179113025
Diacylglycerol O-acyltransferase 2 family,2.2534457691441583,-1.8392818375095454,0.8217675300330944,-0.2871215205426746,0.11011058590135997,0.11517269131398701,-0.08214333906842823,0.305239836350484
Diacylglycerol kinases,-0.8704713086371698,0.3738745189485379,0.035943921912160996,0.459758591918354,1.0547089252701383,0.7960768947942046,-0.31271561124982433,0.35481370562348263
Dihydrofolate reductase family,-0.9058425629725796,-0.3488523189319672,-0.6211395685692135,-0.7311373446779007,-0.1529481559602805,1.4041968881915319,1.2500967138574268,0.3434682903726899
Diphthamide biosynthesis genes,-0.8239123836495386,1.5290081001478233,-0.40428689846089216,0.6204162931271375,-0.7765808935928045,-0.1574009268893053,-0.6061162148295425,-0.11752564993663396
Dishevelled binding antagonist of beta catenin family,0.5395814438286402,1.6221331434241126,-1.399733309900129,-0.6553243892227818,0.4620883470798009,-0.38811241360883575,0.006042779643347053,1.0956138105987954
Dishevelled segment polarity proteins,2.0285440856316046,3.724269122945991,-1.7948370076600144,-0.2270302001905856,-0.35503845207210405,0.1967857027169798,-0.16356945080215635,1.772728635603479
Dispanins,0.5296021050230527,0.9294109616294417,-0.4610152172743025,0.5746505089934785,0.8745779315487375,-0.6872893850977146,0.4439275137684138,-0.11579611340867786
Dispatched RND transporter family ,0.7698558531764768,1.3688801359545548,0.7039842978376945,-0.664800430346511,0.31925416076723573,1.0731614518110282,-0.6602003328235012,0.5315948115901932
Divergent protein kinase domain family,0.5770107480832064,1.5152617561453243,-0.5539717975990198,0.467817323338373,0.6359449494041988,-0.6722810026523613,-0.251811340060784,1.2029832098308124
Divergent transcripts,1.2332990283241931,0.41259534597578307,0.7894835375845553,-0.757853748735938,-0.0673863984931334,0.14903183460796934,0.10843947333324869,-0.332062075545729
Dolichyl D-mannosyl phosphate dependent mannosyltransferases,-0.07768542873731465,0.5578582873363339,0.29044663483220634,-2.0952226259424163,-0.7890472019177603,-0.39113421487184225,-0.18006595114905954,0.18492451323481712
Dolichyl-phosphate mannosyltransferase subunits,0.28132767895445326,-0.21223650882815082,-0.9318472458463681,-0.1862385437583164,-1.3867251006698698,-0.3184257086846283,0.8737149451746855,-1.1670540575294497
Dopamine receptors,2.359803969325074,-1.0787527110683048,0.35553651652234786,-0.6995676859961032,1.425676613012178,0.2827075678203457,1.3060377793966131,0.3412061096915289
Doublecortin like kinase family,1.0043643095056285,2.271348809414107,0.829201061052137,0.28890772693603,1.883681312701081,0.5185635066558139,-0.4596912368559629,1.282796755313721
Doublecortin superfamily,1.4814933742689622,0.8163382445417152,1.1197583053021416,-1.1878607554496932,0.08286567007379812,-0.7826654474396423,-0.3354278021910112,-0.5764881640527053
Dual oxidase family,-0.22210318141639132,-0.05913574090626829,-1.3126214687667714,-0.34881128389666266,-0.8521033086406432,-0.03819158975293304,-1.796422374663093,-0.6307473927499413
Dual oxidase maturation factor family,-0.10477177787903406,-0.30363245168957725,-1.3662674511381963,-0.04167773461424074,-0.5051471134309997,-0.37044800656073995,-1.7654314602872678,-0.5715676016600106
